employee_id,date_soumission,montant,categorie,departement,ville,nb_justificatifs,anciennete_ans,salaire_mensuel,manager_approval,fraude
1089,2022-08-21 12:00:00,27.21,Hébergement,IT,Paris,3,15,5859,1,0
1045,2022-08-21 18:00:00,3.75,Repas,Finance,Marseille,2,5,7513,1,0
1033,2022-08-22 00:00:00,67.59,Fournitures,Finance,Toulouse,1,9,6442,1,0
1176,2022-08-22 06:00:00,118.68,Transport,Direction,Lyon,2,9,5796,1,0
1077,2022-08-22 12:00:00,274.72,Transport,Direction,Paris,1,10,7549,0,0
1044,2022-08-22 18:00:00,20.46,Repas,IT,Singapour,2,9,6809,1,0
1154,2022-08-23 00:00:00,241.57,Repas,IT,Lyon,0,13,6514,0,1
1072,2022-08-23 06:00:00,298.18,Hébergement,IT,Bordeaux,1,14,3399,1,0
1025,2022-08-23 12:00:00,24.5,Repas,RH,Lyon,0,6,3689,1,0
1046,2022-08-23 18:00:00,286.17,Repas,Marketing,Marseille,0,12,3152,1,0
1120,2022-08-24 00:00:00,714.34,Hébergement,Ventes,Lyon,3,10,3482,1,0
1055,2022-08-24 06:00:00,194.65,Hébergement,Direction,Lyon,2,6,3075,1,0
1093,2022-08-24 12:00:00,230.41,Hébergement,Finance,Paris,1,10,2832,0,0
1106,2022-08-24 18:00:00,778.16,Téléphone,Direction,Lyon,0,13,6807,1,1
1062,2022-08-25 00:00:00,139.51,Formation,Ventes,Londres,2,16,2788,1,0
1047,2022-08-25 06:00:00,55.2,Téléphone,IT,Toulouse,3,15,4713,1,0
1060,2022-08-25 12:00:00,272.59,Repas,Direction,Paris,2,0,4673,1,0
1080,2022-08-25 18:00:00,142.98,Repas,Marketing,Marseille,2,8,6333,1,0
1025,2022-08-26 00:00:00,130.55,Repas,Marketing,Londres,3,8,3555,0,0
1035,2022-08-26 06:00:00,43.88,Téléphone,RH,Toulouse,3,9,6869,1,0
1000,2022-08-26 12:00:00,211.79,Transport,Direction,Paris,3,18,3824,0,0
1007,2022-08-26 18:00:00,12.78,Repas,IT,Londres,0,14,6095,1,0
1112,2022-08-27 00:00:00,387.12,Repas,Finance,Lyon,2,15,6327,1,0
1098,2022-08-27 06:00:00,59.14,Repas,RH,Marseille,3,10,5162,1,0
1179,2022-08-27 12:00:00,20.51,Hébergement,IT,Marseille,2,16,4823,1,0
1046,2022-08-27 18:00:00,87.61,Repas,RH,Londres,2,18,7626,1,0
1126,2022-08-28 00:00:00,6.51,Fournitures,Direction,Dubai,0,12,4382,1,0
1055,2022-08-28 06:00:00,173.1,Repas,Ventes,Dubai,2,5,5563,1,0
1013,2022-08-28 12:00:00,349.5,Fournitures,Direction,Paris,0,14,3653,1,0
1027,2022-08-28 18:00:00,272.34,Hébergement,IT,Dubai,3,15,5870,1,0
1077,2022-08-29 00:00:00,20.44,Téléphone,Finance,Paris,3,3,2596,1,0
1129,2022-08-29 06:00:00,20.25,Repas,Finance,Lyon,2,7,2776,1,0
1108,2022-08-29 12:00:00,251.85,Repas,IT,Marseille,0,6,7904,1,0
1153,2022-08-29 18:00:00,387.06,Transport,RH,Marseille,0,16,5347,0,1
1013,2022-08-30 00:00:00,92.61,Transport,Marketing,Toulouse,1,15,7792,1,0
1186,2022-08-30 06:00:00,103.66,Repas,IT,Marseille,1,1,2831,0,0
1055,2022-08-30 12:00:00,57.47,Hébergement,Direction,Dubai,3,16,4752,1,0
1114,2022-08-30 18:00:00,337.02,Repas,Finance,Paris,3,3,6698,1,0
1006,2022-08-31 00:00:00,155.3,Transport,Ventes,Lyon,1,13,5551,1,0
1002,2022-08-31 06:00:00,51.0,Fournitures,Finance,Dubai,0,7,6196,1,0
1110,2022-08-31 12:00:00,53.24,Fournitures,Marketing,Paris,2,4,7550,0,0
1150,2022-08-31 18:00:00,332.74,Transport,Finance,Toulouse,2,4,4907,1,0
1106,2022-09-01 00:00:00,2.06,Repas,Marketing,Toulouse,0,4,5702,1,0
1017,2022-09-01 06:00:00,58.45,Fournitures,IT,Marseille,3,4,4586,1,0
1037,2022-09-01 12:00:00,121.24,Repas,Finance,Toulouse,2,2,2806,1,0
1114,2022-09-01 18:00:00,24.06,Hébergement,RH,Paris,0,5,3383,0,1
1014,2022-09-02 00:00:00,14.49,Repas,Direction,Londres,2,0,6789,0,0
1191,2022-09-02 06:00:00,253.33,Transport,RH,Paris,0,7,6089,1,0
1118,2022-09-02 12:00:00,337.22,Hébergement,Direction,Lyon,1,12,6141,1,0
1027,2022-09-02 18:00:00,260.26,Transport,Finance,Paris,1,19,6844,1,0
1038,2022-09-03 00:00:00,343.58,Repas,Finance,Marseille,2,5,7608,1,0
1184,2022-09-03 06:00:00,120.82,Transport,Direction,Toulouse,2,17,4662,0,0
1016,2022-09-03 12:00:00,250.9,Téléphone,Ventes,New York,2,17,5647,1,0
1085,2022-09-03 18:00:00,72.69,Hébergement,Finance,Toulouse,2,15,7788,1,0
1125,2022-09-04 00:00:00,164.61,Transport,Ventes,Marseille,1,7,7667,1,0
1043,2022-09-04 06:00:00,674.25,Repas,Ventes,Dubai,1,16,5283,1,0
1024,2022-09-04 12:00:00,38.37,Hébergement,Direction,Marseille,0,7,5641,1,0
1144,2022-09-04 18:00:00,74.12,Repas,Ventes,Marseille,2,14,7103,1,0
1012,2022-09-05 00:00:00,98.1,Hébergement,Ventes,Marseille,1,9,2654,1,0
1024,2022-09-05 06:00:00,22.28,Transport,IT,Lyon,3,0,6130,1,0
1067,2022-09-05 12:00:00,12.68,Hébergement,RH,Bordeaux,0,8,2960,1,0
1137,2022-09-05 18:00:00,265.55,Hébergement,Ventes,Paris,0,16,3896,0,1
1066,2022-09-06 00:00:00,564.5,Transport,RH,Marseille,0,19,3290,1,1
1108,2022-09-06 06:00:00,77.81,Fournitures,Ventes,Toulouse,3,0,7821,1,0
1145,2022-09-06 12:00:00,13.76,Repas,RH,Dubai,3,8,6209,1,0
1110,2022-09-06 18:00:00,10.21,Repas,Finance,Londres,3,13,4367,1,0
1110,2022-09-07 00:00:00,332.9,Repas,Finance,Marseille,1,4,4188,1,0
1033,2022-09-07 06:00:00,93.49,Repas,RH,Toulouse,3,5,3076,1,0
1110,2022-09-07 12:00:00,57.86,Téléphone,Ventes,Lyon,0,4,6264,1,0
1007,2022-09-07 18:00:00,97.07,Transport,IT,Marseille,2,3,5043,1,0
1167,2022-09-08 00:00:00,57.48,Transport,RH,Dubai,0,15,2861,1,0
1112,2022-09-08 06:00:00,100.72,Transport,Marketing,Dubai,0,15,2956,1,0
1082,2022-09-08 12:00:00,294.44,Transport,IT,Londres,1,9,5749,1,0
1041,2022-09-08 18:00:00,134.58,Transport,Marketing,Paris,0,13,6724,1,0
1168,2022-09-09 00:00:00,177.95,Repas,RH,Londres,1,12,6061,1,0
1100,2022-09-09 06:00:00,68.04,Repas,Ventes,New York,1,3,5610,1,0
1005,2022-09-09 12:00:00,201.2,Formation,Marketing,Lyon,2,13,6029,1,0
1179,2022-09-09 18:00:00,164.77,Transport,RH,Marseille,0,8,7407,1,0
1025,2022-09-10 00:00:00,19.1,Hébergement,IT,Bordeaux,2,2,7468,1,0
1063,2022-09-10 06:00:00,127.52,Formation,Ventes,Marseille,2,9,2849,1,0
1186,2022-09-10 12:00:00,44.51,Fournitures,Marketing,Zurich,0,14,5192,1,0
1183,2022-09-10 18:00:00,244.52,Repas,RH,Marseille,0,18,7047,1,0
1058,2022-09-11 00:00:00,83.25,Repas,Ventes,Toulouse,3,1,6583,1,0
1108,2022-09-11 06:00:00,785.56,Fournitures,Ventes,Bordeaux,3,1,7999,0,0
1197,2022-09-11 12:00:00,14.56,Repas,Finance,Marseille,1,8,2608,0,0
1120,2022-09-11 18:00:00,227.36,Transport,Ventes,Londres,0,3,3731,1,0
1032,2022-09-12 00:00:00,167.99,Fournitures,RH,Marseille,1,4,3076,1,0
1180,2022-09-12 06:00:00,218.83,Repas,IT,Lyon,2,1,2740,1,0
1149,2022-09-12 12:00:00,55.12,Transport,Direction,Paris,2,6,5138,1,0
1020,2022-09-12 18:00:00,101.61,Repas,Finance,Lyon,3,18,4541,0,0
1197,2022-09-13 00:00:00,238.82,Hébergement,RH,Toulouse,1,5,7881,1,0
1069,2022-09-13 06:00:00,39.7,Téléphone,RH,Dubai,0,15,2870,0,1
1111,2022-09-13 12:00:00,38.43,Transport,RH,Lyon,0,13,4652,1,0
1003,2022-09-13 18:00:00,120.13,Téléphone,Marketing,Lyon,3,11,2597,0,0
1093,2022-09-14 00:00:00,111.21,Repas,Marketing,Paris,3,5,6691,1,0
1074,2022-09-14 06:00:00,49.75,Hébergement,IT,Toulouse,1,12,4448,1,0
1189,2022-09-14 12:00:00,53.09,Transport,RH,New York,3,14,3995,1,0
1061,2022-09-14 18:00:00,48.83,Repas,Marketing,Toulouse,3,13,4593,1,0
1093,2022-09-15 00:00:00,221.44,Téléphone,Marketing,Toulouse,3,7,5437,1,0
1094,2022-09-15 06:00:00,158.29,Hébergement,Marketing,Marseille,2,19,4578,1,0
1151,2022-09-15 12:00:00,267.94,Transport,IT,Paris,1,10,4955,1,0
1054,2022-09-15 18:00:00,556.2,Repas,IT,Toulouse,0,8,5946,1,1
1136,2022-09-16 00:00:00,96.41,Fournitures,RH,Toulouse,0,11,3905,1,0
1130,2022-09-16 06:00:00,10.35,Transport,Finance,Toulouse,1,5,7311,1,0
1030,2022-09-16 12:00:00,7.39,Repas,RH,Londres,3,18,5191,1,0
1039,2022-09-16 18:00:00,52.58,Repas,Marketing,Bordeaux,3,2,5245,0,0
1035,2022-09-17 00:00:00,404.44,Hébergement,Direction,Bordeaux,0,0,3472,1,0
1151,2022-09-17 06:00:00,111.1,Repas,Marketing,Dubai,2,14,5248,0,0
1005,2022-09-17 12:00:00,47.57,Transport,Ventes,Singapour,1,14,4012,1,0
1065,2022-09-17 18:00:00,76.42,Fournitures,Direction,Marseille,3,4,5423,0,0
1074,2022-09-18 00:00:00,136.92,Repas,Direction,Paris,2,10,7501,1,0
1003,2022-09-18 06:00:00,158.74,Repas,RH,Marseille,2,0,3308,1,0
1078,2022-09-18 12:00:00,25.07,Hébergement,Marketing,Bordeaux,3,9,7194,1,0
1133,2022-09-18 18:00:00,566.05,Hébergement,Marketing,Paris,1,19,7562,1,0
1117,2022-09-19 00:00:00,118.04,Fournitures,Finance,Paris,1,10,6730,1,0
1112,2022-09-19 06:00:00,21.87,Repas,Ventes,Paris,0,6,2827,1,0
1093,2022-09-19 12:00:00,336.13,Repas,RH,Toulouse,0,16,6794,1,0
1178,2022-09-19 18:00:00,11.64,Repas,IT,Marseille,1,11,3182,0,0
1061,2022-09-20 00:00:00,357.46,Hébergement,RH,Lyon,3,3,5831,1,0
1184,2022-09-20 06:00:00,851.09,Hébergement,Direction,Paris,1,11,2623,1,0
1193,2022-09-20 12:00:00,180.81,Transport,RH,Toulouse,0,2,3253,1,0
1078,2022-09-20 18:00:00,220.74,Transport,Finance,Lyon,0,17,4106,1,0
1135,2022-09-21 00:00:00,61.72,Fournitures,RH,Lyon,0,11,6078,1,0
1025,2022-09-21 06:00:00,426.01,Transport,Finance,Toulouse,1,18,7166,1,0
1178,2022-09-21 12:00:00,113.16,Transport,Direction,Marseille,1,12,3968,1,0
1172,2022-09-21 18:00:00,197.73,Fournitures,Finance,Lyon,3,15,5345,1,0
1043,2022-09-22 00:00:00,386.77,Transport,Marketing,Toulouse,0,7,5438,1,0
1132,2022-09-22 06:00:00,554.42,Repas,IT,Lyon,2,5,7765,0,1
1069,2022-09-22 12:00:00,268.65,Hébergement,Direction,Bordeaux,2,9,4426,1,0
1153,2022-09-22 18:00:00,54.15,Transport,Finance,Paris,3,9,7898,0,0
1117,2022-09-23 00:00:00,509.64,Hébergement,Ventes,Paris,3,5,4927,1,0
1067,2022-09-23 06:00:00,148.38,Transport,Direction,Bordeaux,0,7,2664,1,0
1018,2022-09-23 12:00:00,400.27,Fournitures,Ventes,Toulouse,1,17,4009,0,0
1019,2022-09-23 18:00:00,169.1,Repas,IT,Paris,1,16,7210,1,0
1112,2022-09-24 00:00:00,55.06,Transport,Finance,Paris,2,9,7980,1,0
1139,2022-09-24 06:00:00,69.31,Transport,Direction,Bordeaux,0,1,6592,1,0
1046,2022-09-24 12:00:00,119.93,Hébergement,Direction,Bordeaux,2,11,5310,1,0
1000,2022-09-24 18:00:00,234.11,Transport,IT,Lyon,2,19,3700,1,0
1089,2022-09-25 00:00:00,57.41,Hébergement,Marketing,Toulouse,0,9,7668,1,0
1141,2022-09-25 06:00:00,130.03,Repas,Ventes,Paris,3,8,7730,1,0
1063,2022-09-25 12:00:00,63.61,Fournitures,Direction,Marseille,2,15,5781,1,0
1037,2022-09-25 18:00:00,253.74,Hébergement,RH,Paris,3,6,3118,1,0
1036,2022-09-26 00:00:00,94.31,Repas,Ventes,Lyon,1,8,5212,1,0
1125,2022-09-26 06:00:00,11.97,Téléphone,Finance,Paris,2,5,7454,1,0
1138,2022-09-26 12:00:00,27.24,Transport,IT,Marseille,0,9,7774,1,0
1099,2022-09-26 18:00:00,9.46,Fournitures,Ventes,Lyon,3,6,6223,1,0
1076,2022-09-27 00:00:00,103.76,Fournitures,RH,Lyon,1,17,4186,1,0
1002,2022-09-27 06:00:00,16.86,Hébergement,RH,Paris,1,10,4106,1,0
1160,2022-09-27 12:00:00,18.18,Formation,IT,Lyon,2,0,7232,1,0
1133,2022-09-27 18:00:00,424.66,Hébergement,IT,Bordeaux,1,18,6432,1,0
1177,2022-09-28 00:00:00,309.13,Hébergement,Ventes,Lyon,0,4,6392,1,0
1009,2022-09-28 06:00:00,90.25,Fournitures,Finance,Toulouse,2,5,6303,1,0
1004,2022-09-28 12:00:00,638.23,Hébergement,Marketing,Lyon,1,6,6810,1,0
1150,2022-09-28 18:00:00,0.03,Hébergement,RH,Lyon,0,3,3853,0,1
1137,2022-09-29 00:00:00,142.78,Transport,IT,Marseille,3,15,6739,1,0
1171,2022-09-29 06:00:00,143.73,Fournitures,Marketing,New York,3,9,3118,1,0
1129,2022-09-29 12:00:00,91.72,Fournitures,Marketing,Paris,2,14,7603,1,0
1012,2022-09-29 18:00:00,75.86,Repas,Marketing,Paris,0,12,2853,1,0
1167,2022-09-30 00:00:00,91.15,Formation,Finance,Toulouse,1,7,2780,0,0
1129,2022-09-30 06:00:00,80.41,Hébergement,IT,New York,2,12,7941,1,0
1083,2022-09-30 12:00:00,196.67,Transport,RH,Singapour,2,6,5877,1,0
1064,2022-09-30 18:00:00,21.82,Repas,IT,Marseille,1,16,7432,1,0
1062,2022-10-01 00:00:00,33.03,Fournitures,Ventes,Marseille,0,3,6050,0,1
1100,2022-10-01 06:00:00,29.86,Transport,RH,Toulouse,1,6,4459,1,0
1072,2022-10-01 12:00:00,45.67,Transport,IT,Marseille,3,15,2889,1,0
1016,2022-10-01 18:00:00,111.75,Fournitures,RH,Toulouse,2,1,7683,1,0
1008,2022-10-02 00:00:00,17.68,Formation,Ventes,Londres,3,13,6367,1,0
1142,2022-10-02 06:00:00,303.94,Repas,Direction,Toulouse,2,13,6860,1,0
1151,2022-10-02 12:00:00,52.94,Hébergement,RH,Marseille,1,7,4553,0,0
1037,2022-10-02 18:00:00,26.61,Formation,Direction,Marseille,0,5,7508,1,0
1162,2022-10-03 00:00:00,168.88,Téléphone,Marketing,Toulouse,1,6,2667,1,0
1093,2022-10-03 06:00:00,5.82,Repas,Finance,Marseille,3,6,7445,1,0
1094,2022-10-03 12:00:00,145.13,Fournitures,Ventes,Marseille,0,1,4666,1,0
1048,2022-10-03 18:00:00,179.7,Fournitures,RH,Paris,0,3,6769,1,0
1068,2022-10-04 00:00:00,36.29,Téléphone,Ventes,Paris,2,12,5506,1,0
1061,2022-10-04 06:00:00,6.43,Fournitures,Marketing,Marseille,0,9,2686,0,1
1187,2022-10-04 12:00:00,67.8,Repas,Direction,Bordeaux,2,8,7682,1,0
1177,2022-10-04 18:00:00,15.57,Repas,Finance,Lyon,0,14,6546,0,1
1077,2022-10-05 00:00:00,18.58,Repas,Ventes,Marseille,0,11,5440,1,0
1116,2022-10-05 06:00:00,44.01,Repas,Direction,Lyon,2,9,3797,1,0
1119,2022-10-05 12:00:00,52.53,Fournitures,Marketing,Paris,0,18,5145,1,0
1136,2022-10-05 18:00:00,113.24,Formation,Marketing,New York,1,4,7604,1,0
1161,2022-10-06 00:00:00,170.16,Repas,Marketing,Londres,0,6,3716,1,0
1075,2022-10-06 06:00:00,134.76,Repas,Direction,Paris,3,19,7127,0,0
1034,2022-10-06 12:00:00,24.09,Hébergement,RH,Toulouse,2,10,5499,1,0
1000,2022-10-06 18:00:00,28.33,Repas,IT,Lyon,2,15,3705,1,0
1039,2022-10-07 00:00:00,316.51,Repas,Ventes,Zurich,1,12,2727,1,0
1063,2022-10-07 06:00:00,122.59,Transport,IT,Lyon,3,3,5113,0,0
1149,2022-10-07 12:00:00,305.96,Repas,Marketing,Paris,0,15,7209,1,0
1059,2022-10-07 18:00:00,69.67,Transport,IT,Marseille,1,12,4636,1,0
1063,2022-10-08 00:00:00,142.94,Transport,Direction,Bordeaux,0,0,6231,1,0
1092,2022-10-08 06:00:00,111.24,Fournitures,Marketing,Paris,1,3,2749,0,0
1071,2022-10-08 12:00:00,57.66,Hébergement,Marketing,Toulouse,2,14,4772,1,0
1010,2022-10-08 18:00:00,95.21,Hébergement,Finance,Paris,3,15,5450,1,0
1104,2022-10-09 00:00:00,104.72,Transport,Finance,Dubai,2,3,5518,1,0
1013,2022-10-09 06:00:00,33.62,Transport,Direction,Paris,1,16,7268,1,0
1059,2022-10-09 12:00:00,56.75,Fournitures,Direction,Dubai,0,10,4715,1,0
1029,2022-10-09 18:00:00,235.11,Repas,IT,Marseille,3,4,4657,0,0
1034,2022-10-10 00:00:00,371.16,Téléphone,Ventes,Lyon,0,12,4296,1,0
1164,2022-10-10 06:00:00,66.89,Hébergement,IT,Singapour,2,11,5744,1,0
1004,2022-10-10 12:00:00,55.0,Hébergement,Direction,Zurich,0,2,2796,1,0
1082,2022-10-10 18:00:00,32.57,Hébergement,Ventes,Toulouse,1,3,4427,1,0
1122,2022-10-11 00:00:00,170.21,Repas,IT,Paris,3,9,4756,1,0
1077,2022-10-11 06:00:00,58.53,Repas,RH,Marseille,3,8,7862,1,0
1153,2022-10-11 12:00:00,660.33,Téléphone,RH,Marseille,3,9,7701,1,0
1061,2022-10-11 18:00:00,59.11,Repas,Ventes,Marseille,1,12,3957,1,0
1131,2022-10-12 00:00:00,75.16,Repas,Finance,Marseille,0,0,6046,1,0
1088,2022-10-12 06:00:00,138.7,Fournitures,Ventes,Paris,3,11,7623,1,0
1041,2022-10-12 12:00:00,242.68,Téléphone,IT,Toulouse,2,10,5627,1,0
1088,2022-10-12 18:00:00,95.1,Hébergement,Marketing,Toulouse,2,7,4808,1,0
1145,2022-10-13 00:00:00,82.4,Transport,RH,Paris,2,13,6164,1,0
1039,2022-10-13 06:00:00,815.22,Repas,Marketing,Marseille,2,13,4089,1,0
1071,2022-10-13 12:00:00,1.58,Repas,RH,Marseille,2,19,2595,1,0
1038,2022-10-13 18:00:00,338.16,Formation,IT,Toulouse,1,16,6432,1,0
1103,2022-10-14 00:00:00,24.23,Repas,RH,Paris,0,18,3859,1,0
1013,2022-10-14 06:00:00,231.21,Transport,Ventes,Toulouse,1,19,4239,1,0
1031,2022-10-14 12:00:00,144.32,Formation,Marketing,Lyon,2,16,6294,1,0
1178,2022-10-14 18:00:00,62.75,Fournitures,Direction,Marseille,2,5,3852,1,0
1124,2022-10-15 00:00:00,310.57,Transport,Marketing,Bordeaux,3,13,7424,1,0
1165,2022-10-15 06:00:00,1.95,Téléphone,IT,Toulouse,3,17,4042,1,0
1096,2022-10-15 12:00:00,38.56,Hébergement,Direction,Paris,0,16,7521,1,0
1022,2022-10-15 18:00:00,125.52,Hébergement,Marketing,Marseille,0,5,7744,1,0
1062,2022-10-16 00:00:00,64.97,Téléphone,IT,New York,0,4,5167,1,0
1142,2022-10-16 06:00:00,141.39,Repas,Finance,Paris,1,12,3330,1,0
1152,2022-10-16 12:00:00,3.66,Transport,Ventes,Londres,3,15,4105,1,0
1144,2022-10-16 18:00:00,18.57,Hébergement,RH,Toulouse,0,8,7145,1,0
1193,2022-10-17 00:00:00,20.39,Repas,RH,Bordeaux,3,11,5247,1,0
1052,2022-10-17 06:00:00,31.48,Transport,RH,Lyon,3,9,6310,1,0
1103,2022-10-17 12:00:00,92.24,Repas,Finance,Lyon,3,12,7627,1,0
1103,2022-10-17 18:00:00,209.23,Repas,Ventes,Dubai,3,18,7158,1,0
1178,2022-10-18 00:00:00,353.93,Hébergement,Marketing,Lyon,3,15,2721,1,0
1038,2022-10-18 06:00:00,270.61,Repas,Marketing,Paris,3,16,6451,1,0
1178,2022-10-18 12:00:00,32.89,Téléphone,Ventes,Toulouse,1,15,3030,1,0
1197,2022-10-18 18:00:00,87.28,Repas,Direction,Paris,2,13,6626,1,0
1133,2022-10-19 00:00:00,33.36,Hébergement,Ventes,Bordeaux,3,15,3881,1,0
1066,2022-10-19 06:00:00,46.07,Hébergement,RH,Toulouse,1,14,6617,1,0
1134,2022-10-19 12:00:00,105.04,Repas,Marketing,Londres,0,11,7908,1,0
1178,2022-10-19 18:00:00,10.58,Téléphone,Ventes,Bordeaux,1,4,3253,1,0
1199,2022-10-20 00:00:00,36.92,Hébergement,Marketing,Paris,1,10,6809,1,0
1041,2022-10-20 06:00:00,410.88,Hébergement,Ventes,Lyon,1,4,7307,1,0
1191,2022-10-20 12:00:00,94.14,Hébergement,IT,Bordeaux,3,10,3688,1,0
1014,2022-10-20 18:00:00,88.42,Repas,RH,Lyon,0,1,2908,1,0
1110,2022-10-21 00:00:00,2.2,Transport,Ventes,Singapour,1,18,4985,1,0
1156,2022-10-21 06:00:00,42.63,Fournitures,Finance,Toulouse,0,16,3296,0,1
1032,2022-10-21 12:00:00,301.82,Hébergement,Ventes,Paris,1,18,7645,1,0
1154,2022-10-21 18:00:00,26.98,Repas,IT,Londres,3,11,3360,1,0
1163,2022-10-22 00:00:00,80.45,Repas,Finance,Paris,1,19,6671,1,0
1156,2022-10-22 06:00:00,2.17,Repas,Finance,Paris,1,4,2865,1,0
1037,2022-10-22 12:00:00,97.61,Transport,Ventes,Toulouse,0,11,4014,1,0
1184,2022-10-22 18:00:00,3.19,Repas,IT,Londres,0,15,7436,1,0
1096,2022-10-23 00:00:00,256.89,Transport,Finance,Marseille,0,0,5434,1,0
1154,2022-10-23 06:00:00,261.32,Transport,RH,Lyon,2,1,4083,1,0
1182,2022-10-23 12:00:00,232.49,Repas,Direction,Lyon,0,9,2998,1,0
1032,2022-10-23 18:00:00,49.98,Repas,RH,Lyon,1,1,5741,1,0
1195,2022-10-24 00:00:00,272.32,Transport,Marketing,Lyon,2,9,3869,1,0
1085,2022-10-24 06:00:00,117.46,Transport,Marketing,Paris,0,17,3751,1,0
1065,2022-10-24 12:00:00,70.21,Fournitures,IT,Toulouse,3,0,3198,0,0
1009,2022-10-24 18:00:00,147.26,Fournitures,Finance,Dubai,0,4,5227,1,0
1004,2022-10-25 00:00:00,1.86,Transport,RH,Lyon,3,11,4750,1,0
1122,2022-10-25 06:00:00,23.14,Repas,RH,Paris,2,16,4993,1,0
1073,2022-10-25 12:00:00,203.39,Hébergement,Direction,Bordeaux,3,18,2631,1,0
1096,2022-10-25 18:00:00,41.99,Repas,IT,Toulouse,2,17,7864,1,0
1117,2022-10-26 00:00:00,136.7,Téléphone,Finance,Dubai,3,12,2590,1,0
1037,2022-10-26 06:00:00,72.94,Transport,IT,Paris,0,2,6394,0,1
1140,2022-10-26 12:00:00,289.45,Fournitures,Ventes,Paris,2,9,5697,1,0
1158,2022-10-26 18:00:00,456.79,Repas,RH,Marseille,1,13,2971,1,0
1046,2022-10-27 00:00:00,322.56,Repas,IT,Toulouse,1,7,3765,1,0
1108,2022-10-27 06:00:00,47.33,Repas,IT,Marseille,1,9,7097,1,0
1179,2022-10-27 12:00:00,32.38,Téléphone,Direction,Marseille,0,1,5308,1,0
1183,2022-10-27 18:00:00,96.49,Transport,Ventes,Paris,1,12,6982,1,0
1014,2022-10-28 00:00:00,1.1,Transport,Marketing,Marseille,2,4,7626,1,0
1156,2022-10-28 06:00:00,3.92,Transport,RH,Toulouse,1,10,3611,1,0
1135,2022-10-28 12:00:00,120.88,Formation,Direction,Lyon,2,0,3097,1,0
1004,2022-10-28 18:00:00,110.24,Repas,IT,Toulouse,1,9,3407,1,0
1156,2022-10-29 00:00:00,782.7,Repas,RH,Marseille,3,12,5414,1,0
1046,2022-10-29 06:00:00,33.82,Transport,Marketing,Lyon,2,3,5716,1,0
1067,2022-10-29 12:00:00,44.78,Téléphone,IT,Lyon,1,9,3854,1,0
1075,2022-10-29 18:00:00,18.08,Fournitures,Ventes,Lyon,1,11,6446,1,0
1172,2022-10-30 00:00:00,374.32,Repas,RH,Paris,1,13,5735,1,0
1129,2022-10-30 06:00:00,225.63,Hébergement,Direction,Toulouse,2,2,5204,1,0
1154,2022-10-30 12:00:00,259.18,Transport,Ventes,Bordeaux,2,1,4889,1,0
1094,2022-10-30 18:00:00,349.59,Repas,Marketing,Lyon,1,18,6575,1,0
1114,2022-10-31 00:00:00,111.63,Repas,Marketing,Paris,3,10,6150,1,0
1163,2022-10-31 06:00:00,90.0,Transport,RH,Singapour,2,6,2963,1,0
1035,2022-10-31 12:00:00,60.16,Repas,Marketing,Lyon,2,17,6438,0,0
1025,2022-10-31 18:00:00,133.45,Hébergement,Finance,Paris,3,13,3572,1,0
1042,2022-11-01 00:00:00,90.85,Fournitures,Direction,Lyon,0,6,7946,1,0
1026,2022-11-01 06:00:00,90.1,Repas,RH,Toulouse,3,6,2973,1,0
1068,2022-11-01 12:00:00,414.52,Transport,Finance,Lyon,1,8,7483,1,0
1147,2022-11-01 18:00:00,620.57,Repas,Marketing,Marseille,2,11,3438,1,0
1010,2022-11-02 00:00:00,238.8,Hébergement,RH,Lyon,2,5,3810,1,0
1073,2022-11-02 06:00:00,212.05,Transport,Finance,Paris,2,6,4840,1,0
1103,2022-11-02 12:00:00,171.18,Fournitures,Marketing,Lyon,2,3,6020,1,0
1037,2022-11-02 18:00:00,27.24,Transport,IT,Toulouse,0,15,6556,1,0
1133,2022-11-03 00:00:00,9.14,Hébergement,IT,Toulouse,2,6,3586,1,0
1199,2022-11-03 06:00:00,176.03,Transport,Ventes,Paris,2,7,7163,1,0
1022,2022-11-03 12:00:00,195.73,Transport,IT,Paris,0,7,6029,0,1
1046,2022-11-03 18:00:00,7.22,Hébergement,Finance,Toulouse,1,19,7469,1,0
1089,2022-11-04 00:00:00,394.77,Transport,Direction,Bordeaux,1,2,2759,1,0
1045,2022-11-04 06:00:00,14.33,Repas,IT,Lyon,0,8,4156,1,0
1106,2022-11-04 12:00:00,50.51,Transport,RH,Marseille,1,18,5455,1,0
1139,2022-11-04 18:00:00,167.39,Repas,RH,Paris,1,12,6779,1,0
1140,2022-11-05 00:00:00,27.93,Transport,RH,Lyon,3,6,5619,1,0
1103,2022-11-05 06:00:00,8.55,Transport,IT,Paris,3,19,3091,1,0
1189,2022-11-05 12:00:00,60.33,Hébergement,IT,Bordeaux,3,14,3932,0,0
1110,2022-11-05 18:00:00,217.85,Téléphone,Ventes,Lyon,0,18,7613,1,0
1103,2022-11-06 00:00:00,80.08,Repas,Direction,Bordeaux,2,1,4987,1,0
1059,2022-11-06 06:00:00,158.75,Fournitures,Direction,Toulouse,0,11,2728,0,1
1170,2022-11-06 12:00:00,129.99,Transport,Marketing,Bordeaux,0,7,5279,1,0
1099,2022-11-06 18:00:00,3.37,Fournitures,Ventes,Lyon,0,7,3868,1,0
1067,2022-11-07 00:00:00,670.33,Transport,Finance,Paris,0,12,4124,0,1
